ID,NU_NOTA_LC
1881,501.6102
1882,457.20795
1883,521.5116
1884,481.1215
1885,463.39993
1886,563.3325
1887,567.7799
1888,465.50925
1889,473.34854
1890,593.0338
1891,438.7007
1892,570.46954
1893,586.6916
1894,509.56522
1895,491.96088
1896,505.33517
1897,584.41284
1898,640.8249
1899,594.5569
1900,446.22565
1901,449.30902
1902,600.9214
1903,527.7605
1904,469.5373
1905,473.06894
1906,471.74234
1907,631.26044
1908,524.3336
1909,557.6986
1910,456.02365
1911,503.27783
1912,547.4338
1913,469.37854
1914,483.59305
1915,607.04706
1916,541.7854
1917,475.8586
1918,490.07614
1919,548.7619
1920,510.91223
1921,525.5018
1922,594.4601
1923,530.7091
1924,518.4247
1925,479.91138
1926,459.95352
1927,585.3341
1928,495.18057
1929,451.63107
1930,470.52344
1931,586.1979
1932,589.1633
1933,524.18085
1934,449.734
1935,488.63055
1936,482.1501
1937,592.88245
1938,547.30646
1939,494.55777
1940,444.05756
1941,533.2166
1942,586.8406
1943,582.1485
1944,590.3618
1945,570.8158
1946,460.5486
1947,568.11646
1948,487.97354
1949,427.27237
1950,528.54297
1951,597.3967
1952,537.6964
1953,558.53345
1954,550.4364
1955,627.192
1956,465.33923
1957,567.0317
1958,461.90887
1959,499.92767
1960,507.5993
1961,490.4299
1962,481.45316
1963,457.56073
1964,527.97314
1965,629.6457
1966,601.2742
1967,519.3414
1968,569.0352
1969,549.7225
1970,496.0147
1971,619.38934
1972,665.4856
1973,612.20856
1974,533.11993
1975,522.1081
1976,578.6538
1977,544.1167
1978,553.2637
1979,490.9899
1980,542.1365
1981,490.61716
1982,488.88565
1983,610.34076
1984,603.13696
1985,562.0531
1986,599.8591
1987,571.34467
1988,543.05426
1989,533.7875
1990,544.90204
1991,523.2013
1992,554.56696
1993,495.02686
1994,560.43933
1995,633.1038
1996,451.42438
1997,503.00027
1998,503.05243
1999,542.90643
2000,504.64368
2001,566.1296
2002,613.2011
2003,506.72348
2004,472.3524
2005,535.70306
2006,525.2014
2007,561.5005
2008,545.6882
2009,546.57947
2010,489.7008
2011,472.7411
2012,467.97705
2013,549.34955
2014,459.8251
2015,576.17645
2016,522.7728
2017,532.59827
2018,545.79254
2019,622.45197
2020,493.072
2021,574.97064
2022,583.93335
2023,468.12207
2024,603.92993
2025,498.99356
2026,562.89294
2027,475.4067
2028,580.2632
2029,494.48657
2030,530.4567
2031,614.21045
2032,577.7658
2033,546.8757
2034,533.4729
2035,441.0775
2036,486.91284
2037,453.13046
2038,468.8646
2039,466.49014
2040,522.7453
2041,480.04272
2042,510.54694
2043,584.9162
2044,500.05408
2045,595.9941
2046,477.10016
2047,630.6689
2048,470.63846
2049,663.8526
2050,606.7398
2051,440.2571
2052,560.08093
2053,456.93405
2054,440.99115
2055,459.00748
2056,571.5267
2057,509.26492
2058,623.6542
2059,471.12527
2060,445.81528
2061,507.87473
2062,599.6576
2063,510.66074
2064,569.0506
2065,627.9
2066,433.49915
2067,482.39862
2068,535.5585
2069,466.91937
2070,530.62726
2071,521.4339
2072,452.048
2073,451.3165
2074,570.039
2075,459.47134
2076,530.711
2077,538.68695
2078,514.5643
2079,566.5243
2080,565.8212
2081,543.9856
2082,524.2594
2083,496.26498
2084,517.261
2085,555.2746
2086,521.9456
2087,494.025
2088,510.70685
2089,522.3777
2090,620.9454
2091,438.68854
2092,547.20624
2093,538.9635
2094,624.44794
2095,579.2273
2096,644.1108
2097,471.00134
2098,550.91846
2099,543.8502
2100,564.18225
2101,603.5674
2102,443.69214
2103,451.32126
2104,449.1731
2105,523.03625
2106,603.24786
2107,568.5698
2108,534.2249
2109,547.6125
2110,505.5756
2111,486.58374
2112,485.0789
2113,447.2318
2114,575.0908
2115,574.95416
2116,588.6732
2117,461.3946
2118,576.5906
2119,620.1789
2120,589.72894
2121,613.538
2122,453.56845
2123,461.35385
2124,581.28735
2125,591.35834
2126,472.0342
2127,526.0635
2128,557.3644
2129,444.84332
2130,601.21265
2131,523.0004
2132,509.40268
2133,588.85254
2134,538.94
2135,443.7136
2136,493.2117
2137,474.8534
2138,472.008
2139,494.244
2140,571.2078
2141,550.5385
2142,621.6523
2143,581.0992
2144,455.9372
2145,584.28784
2146,459.05045
2147,490.0255
2148,539.63007
2149,619.9802
2150,497.68317
2151,476.8166
2152,571.4815
2153,607.10913
2154,633.00726
2155,640.7765
2156,484.42175
2157,563.6839
2158,632.36774
2159,463.06265
2160,439.47174
2161,623.0728
2162,493.4043
2163,496.4278
2164,609.06195
2165,522.3109
2166,513.4154
2167,500.69025
2168,457.70135
2169,510.72083
2170,476.0907
2171,464.90472
2172,525.36414
2173,556.84283
2174,536.2285
2175,557.9588
2176,455.55533
2177,503.1557
2178,510.4934
2179,579.0733
2180,516.41486
2181,578.4815
2182,584.9377
2183,520.14374
2184,493.65735
2185,500.6003
2186,501.58218
2187,505.67676
2188,477.66592
2189,502.8944
2190,492.4724
2191,536.4145
2192,466.106
2193,601.6465
2194,527.1342
2195,507.63284
2196,497.06442
2197,518.9724
2198,522.7939
2199,611.0314
2200,509.24942
2201,498.3873
2202,531.0279
2203,444.03452
2204,647.49194
2205,592.4085
2206,458.14374
2207,628.373
2208,497.76083
2209,532.8104
2210,564.4819
2211,466.34796
2212,432.41498
2213,463.87753
2214,455.19138
2215,606.85095
2216,489.3007
2217,482.6138
2218,506.85736
2219,573.1761
2220,433.97003
2221,659.4155
2222,455.29333
2223,478.52252
2224,580.085
2225,500.95853
2226,594.91504
2227,477.8463
2228,572.62
2229,452.0889
2230,497.05078
2231,541.7592
2232,618.3718
2233,542.4326
2234,585.8745
2235,535.5609
2236,469.94382
2237,543.4594
2238,486.15646
2239,566.01434
2240,575.6175
2241,577.4479
2242,527.8794
2243,508.2461
2244,528.5287
2245,482.0077
2246,594.19543
2247,625.9103
2248,491.37814
2249,518.3617
2250,449.01224
2251,622.40485
2252,624.93024
2253,476.1829
2254,519.00366
2255,484.23343
2256,496.26086
2257,622.1869
2258,580.90607
2259,455.9258
2260,485.76385
2261,618.82074
2262,586.5137
2263,524.54083
2264,638.6368
2265,448.38382
2266,575.0618
2267,496.25653
2268,546.9262
2269,566.83124
2270,515.3075
2271,489.60492
2272,627.3831
2273,453.7954
2274,480.796
2275,579.5334
2276,452.41315
2277,439.24606
2278,453.34384
2279,515.86566
2280,600.2989
2281,542.4022
2282,494.7577
2283,558.9369
2284,514.73755
2285,537.468
2286,599.45465
2287,575.94763
2288,474.55685
2289,466.8753
2290,673.9935
2291,496.25436
2292,517.7488
2293,553.5332
2294,514.36444
2295,450.92795
2296,558.86505
2297,522.22046
2298,466.83173
2299,460.3405
2300,454.5742
2301,466.62653
2302,542.63544
2303,560.76697
2304,542.00085
2305,501.39325
2306,458.90594
2307,473.22763
2308,547.35504
2309,521.4476
2310,550.70966
2311,517.02795
2312,532.22974
2313,485.85486
2314,436.69006
2315,492.20035
2316,446.53592
2317,510.4498
2318,500.11063
2319,609.19
2320,551.12085
2321,604.6353
2322,515.05396
2323,530.7323
2324,600.54047
2325,565.8828
2326,506.85223
2327,660.77826
2328,467.10205
2329,467.62335
2330,659.1824
2331,566.4325
2332,458.37457
2333,667.8075
2334,596.1157
2335,441.45
2336,433.41815
2337,554.5059
2338,490.18494
2339,521.8684
2340,465.00735
2341,504.76285
2342,622.21
2343,529.2322
2344,605.26935
2345,602.84845
2346,484.4073
2347,554.6449
2348,468.96765
2349,504.38608
2350,506.83807
2351,441.01624
2352,559.8034
2353,510.838
2354,566.8937
2355,470.51245
2356,550.7982
2357,450.73846
2358,600.85266
2359,438.0641
2360,477.9521
2361,571.6382
2362,519.99164
2363,506.41113
2364,458.9138
2365,501.27017
2366,483.20538
2367,502.25848
2368,541.49976
2369,522.1371
2370,503.0686
2371,454.7389
2372,526.57275
2373,571.62744
2374,517.97296
2375,602.07574
2376,462.26926
2377,575.5929
2378,540.7281
2379,495.45135
2380,521.2502
2381,499.59875
2382,563.39575
2383,525.7066
2384,473.46466
2385,519.79675
2386,434.18307
2387,574.3329
2388,467.67084
2389,507.00928
2390,548.5613
2391,578.0319
2392,470.05457
2393,577.4776
2394,632.9466
2395,562.43805
2396,502.70206
2397,482.60596
2398,526.2912
2399,498.71954
2400,467.1345
2401,438.64218
2402,541.98676
2403,621.4693
2404,452.45663
2405,566.5703
2406,604.5986
2407,599.00726
2408,466.6797
2409,463.97833
2410,501.5217
2411,515.42303
2412,525.262
2413,498.1246
2414,553.6295
2415,561.19434
2416,503.28842
2417,545.2885
2418,484.58563
2419,490.4817
2420,510.6259
2421,560.9156
2422,498.993
2423,472.3708
2424,503.57727
2425,512.3115
2426,465.2815
2427,473.80548
2428,575.5094
2429,561.8622
2430,563.83105
2431,481.17996
2432,549.7233
2433,506.77875
2434,444.3385
2435,500.5224
2436,471.83997
2437,500.95724
2438,595.8074
2439,607.9584
2440,568.005
2441,626.8975
2442,461.90762
2443,501.42145
2444,582.1694
2445,468.37183
2446,506.124
2447,499.10516
2448,433.94373
2449,653.0635
2450,484.2982
2451,486.51495
2452,558.7463
2453,451.41202
2454,623.6552
2455,595.1584
2456,464.3544
2457,553.3869
2458,501.6122
2459,457.327
2460,434.75165
2461,459.12656
2462,465.8536
2463,517.7103
2464,504.38922
2465,506.45163
2466,513.74695
2467,589.36755
2468,529.26324
2469,528.496
2470,525.2931
2471,593.2317
2472,446.85773
2473,465.1803
2474,647.5739
2475,460.5067
2476,512.9064
2477,523.2668
2478,515.0551
2479,432.4022
2480,446.2157
2481,486.06546
2482,483.49646
2483,482.44507
2484,574.33856
2485,519.4814
2486,501.44464
2487,560.0091
2488,545.65063
2489,466.5383
2490,544.2799
2491,463.7563
2492,591.33276
2493,479.50333
2494,516.46356
2495,565.9522
2496,454.29065
2497,570.1586
2498,577.90625
2499,609.71625
2500,559.14636
2501,543.4958
2502,485.27234
2503,532.9191
2504,504.95572
2505,580.60486
2506,490.8407
2507,586.1943
2508,516.618
2509,480.2948
2510,512.7261
2511,530.21045
2512,493.4977
2513,491.44272
2514,518.2086
2515,486.67062
2516,528.78986
2517,515.83496
2518,501.4857
2519,564.5426
2520,584.63293
2521,501.64032
2522,605.7404
2523,458.2449
2524,596.576
2525,457.2341
2526,507.80188
2527,565.35547
2528,599.3884
2529,499.53214
2530,569.771
2531,497.6446
2532,599.0172
2533,616.4817
2534,512.6077
2535,496.54156
2536,472.5113
2537,626.1008
2538,622.459
2539,464.67877
2540,480.44168
2541,567.81915
2542,565.4441
2543,454.80582
2544,532.4751
2545,614.50665
2546,503.45178
2547,670.2299
2548,577.5177
2549,583.74915
2550,592.3568
2551,579.36273
2552,539.2771
2553,529.1263
2554,618.26514
2555,448.94388
2556,456.44327
2557,548.86005
2558,601.0391
2559,518.7593
2560,562.0227
2561,636.0207
2562,453.23196
2563,586.8426
2564,570.75555
2565,454.7567
2566,507.08142
2567,528.58264
2568,579.72424
2569,495.93887
2570,456.9097
2571,523.0596
2572,433.21994
2573,459.29483
2574,627.4121
2575,490.34756
2576,634.3293
2577,607.46497
2578,505.37845
2579,479.16507
2580,447.82944
2581,582.1249
2582,482.5206
2583,485.64612
2584,585.3114
2585,472.27484
2586,532.5847
2587,485.52606
2588,472.53473
2589,558.8848
2590,553.5557
2591,582.2225
2592,475.84097
2593,457.4818
2594,502.2224
2595,501.85223
2596,542.6137
2597,442.65497
2598,496.52237
2599,584.32806
2600,475.69708
2601,491.0815
2602,460.6376
2603,451.89627
2604,522.316
2605,553.1018
2606,573.58307
2607,510.99057
2608,466.5438
2609,551.1178
2610,538.8858
2611,530.53186
2612,579.1432
2613,460.01608
2614,491.05676
2615,528.1979
2616,486.7791
2617,469.68906
2618,525.51184
2619,575.6481
2620,487.48254
2621,527.5609
2622,463.77332
2623,590.82623
2624,480.4306
2625,468.85797
2626,507.51453
2627,535.8028
2628,511.58878
2629,585.81085
2630,583.31055
2631,506.6643
2632,425.4288
2633,470.4305
2634,575.3355
2635,531.76086
2636,551.7009
2637,608.22833
2638,523.02216
2639,567.37103
2640,476.7502
2641,644.9075
2642,453.164
2643,595.4825
2644,472.94186
2645,459.40048
2646,644.95123
2647,495.1716
2648,518.05963
2649,449.96408
2650,583.2013
2651,487.44327
2652,503.7201
2653,573.4023
2654,471.5212
2655,517.3352
2656,598.69904
2657,514.5862
2658,552.787
2659,475.94556
2660,504.1859
2661,627.2695
2662,648.5127
2663,459.99673
2664,623.3947
2665,617.2268
2666,430.47302
2667,461.76718
2668,555.5115
2669,494.2019
2670,445.4999
2671,545.77405
2672,568.65265
2673,462.83032
2674,539.26807
2675,486.83694
2676,555.2508
2677,523.75055
2678,515.90546
2679,562.7228
2680,594.2448
2681,436.5373
2682,498.61697
2683,513.0719
2684,470.29626
2685,543.45886
2686,624.01746
2687,499.73117
2688,540.3911
2689,456.1429
2690,624.7838
2691,549.45105
2692,497.23322
2693,554.74896
2694,594.9277
2695,549.0056
2696,514.6595
2697,555.2405
2698,476.9463
2699,635.1478
2700,507.90726
2701,470.1398
2702,491.52414
2703,499.6006
2704,454.44492
2705,541.2279
2706,499.6829
2707,483.9963
2708,552.3843
2709,600.80664
2710,504.64197
2711,621.89514
2712,505.16965
2713,591.87
2714,549.33813
2715,539.34735
2716,479.11206
2717,445.86115
2718,483.5136
2719,483.3102
2720,573.86346
2721,608.1961
2722,596.19885
2723,534.3742
2724,508.1865
2725,528.8419
2726,498.3083
2727,608.08826
2728,468.86517
2729,572.27234
2730,445.02728
2731,671.22516
2732,461.5716
2733,543.65326
2734,504.7025
2735,531.5171
2736,583.544
2737,546.84076
2738,534.431
2739,520.5309
2740,500.23236
2741,539.00037
2742,518.6296
2743,493.2219
2744,484.4722
2745,530.882
2746,500.865
2747,584.589
2748,579.228
2749,632.6689
2750,573.6739
2751,594.50336
2752,627.23474
2753,466.38937
2754,621.4365
2755,518.0538
2756,478.28787
2757,475.23038
2758,511.33896
2759,582.8793
2760,451.60965
2761,487.4434
2762,607.4658
2763,554.03406
2764,600.2674
2765,499.991
2766,473.77966
2767,601.97516
2768,561.3871
2769,515.538
2770,544.81116
2771,478.37146
2772,443.27316
2773,592.76807
2774,587.1541
2775,457.76248
2776,527.9229
2777,566.9439
2778,513.1018
2779,494.39465
2780,611.8019
2781,433.92404
2782,552.3167
2783,449.58887
2784,538.3928
2785,468.31854
2786,467.8829
2787,607.2002
2788,558.8446
2789,441.20004
2790,440.85388
2791,618.66724
2792,584.1523
2793,540.953
2794,441.1179
2795,473.57672
2796,543.28314
2797,558.91846
2798,572.05896
2799,486.21927
2800,482.92712
2801,447.70126
2802,603.6594
2803,455.7335
2804,458.2184
2805,616.95435
2806,628.48566
2807,605.1009
2808,567.47723
2809,638.84174
2810,576.27466
2811,466.18344
2812,555.75507
2813,478.40002
2814,431.47287
2815,590.394
2816,484.04984
2817,552.4352
2818,618.9566
2819,517.2854
2820,493.96417
2821,529.032
2822,555.6824
2823,600.6355
2824,567.46796
2825,612.8595
2826,455.0241
2827,513.3009
2828,543.2945
2829,537.29315
2830,459.6128
2831,591.29486
2832,605.30316
2833,591.9437
2834,638.7623
2835,471.4265
2836,508.2564
2837,541.0977
2838,541.439
2839,457.50735
2840,478.6929
2841,539.6657
2842,478.26447
2843,523.0182
2844,645.7241
2845,494.0938
2846,480.94247
2847,610.99426
2848,513.53796
2849,591.214
2850,562.88824
2851,606.11224
2852,620.97266
2853,468.33926
2854,635.008
2855,575.24146
2856,552.82697
2857,529.47644
2858,522.61444
2859,566.2519
2860,458.47748
2861,500.55908
2862,567.15155
2863,614.90546
2864,466.591
2865,523.49524
2866,463.3542
2867,592.8848
2868,646.7232
2869,635.4591
2870,499.17694
2871,472.20087
2872,548.65454
2873,467.964
2874,518.6052
2875,548.5846
2876,517.5335
2877,491.53473
2878,660.1602
2879,555.3667
2880,533.95215
2881,496.06137
2882,563.3614
2883,484.5071
2884,593.4861
2885,452.86545
2886,610.42633
2887,491.65082
2888,534.1431
2889,615.61163
2890,608.4874
2891,509.7627
2892,512.6318
2893,468.05826
2894,478.2939
2895,650.06055
2896,571.6984
2897,564.9076
2898,441.31216
2899,540.1646
2900,523.9015
2901,543.16833
2902,581.1349
2903,482.79288
2904,579.376
2905,601.9936
2906,539.4648
2907,561.422
2908,466.57043
2909,508.22064
2910,476.54565
2911,617.8754
2912,506.15002
2913,625.4459
2914,507.26947
2915,452.0723
2916,569.94366
2917,457.62244
2918,517.4113
2919,442.85132
2920,568.1472
2921,513.94543
2922,474.94507
2923,547.4234
2924,504.1499
2925,576.46063
2926,631.4037
2927,573.8777
2928,512.651
2929,572.72845
2930,452.86047
2931,564.2667
2932,578.23895
2933,469.8336
2934,561.5036
2935,501.86307
2936,634.33514
2937,625.156
2938,444.67984
2939,560.8534
2940,556.38556
2941,602.85443
2942,630.06793
2943,570.39685
2944,495.8579
2945,636.51654
2946,516.9977
2947,577.96545
2948,512.4486
2949,582.7658
2950,633.09863
2951,491.17862
2952,553.0492
2953,454.09735
2954,493.53067
2955,459.0304
2956,540.15137
2957,494.37906
2958,614.38116
2959,576.6957
2960,540.5335
2961,643.3794
2962,525.21246
2963,459.99695
2964,474.29407
2965,483.75772
2966,454.1417
2967,513.10626
2968,503.50238
2969,443.65518
2970,550.57733
2971,667.322
2972,547.80383
2973,535.05896
2974,565.80176
2975,565.9986
2976,551.7884
2977,467.64157
2978,590.6383
2979,528.6855
2980,574.10284
2981,619.5528
2982,603.76746
2983,434.97244
2984,470.78348
2985,556.0547
2986,506.38565
2987,452.5298
2988,452.3002
2989,495.75366
2990,549.18414
2991,629.8655
2992,586.272
2993,535.03394
2994,489.9676
2995,463.544
2996,621.39795
2997,488.72742
2998,516.961
2999,572.0051
3000,515.18365
3001,661.5224
3002,524.8142
3003,492.78098
3004,552.3448
3005,498.6777
3006,548.7259
3007,529.14594
3008,545.21655
3009,615.88696
3010,539.4368
3011,634.2511
3012,593.11224
3013,521.6711
3014,652.2919
3015,478.08154
3016,537.9743
3017,436.4629
3018,617.7661
3019,539.93585
3020,568.41876
3021,582.01935
3022,489.59317
3023,619.65265
3024,511.2681
3025,545.09265
3026,632.83356
3027,513.7686
3028,500.98145
3029,510.77728
3030,577.83954
3031,454.2824
3032,502.8805
3033,470.21832
3034,505.59937
3035,469.55496
3036,454.4966
3037,479.38544
3038,450.5829
3039,566.5679
3040,496.51968
3041,549.8406
3042,496.69403
3043,479.43976
3044,477.90128
3045,447.60873
3046,475.79837
3047,536.7876
3048,457.3463
3049,447.3883
3050,541.89734
3051,484.11316
3052,484.89902
3053,604.34753
3054,524.69324
3055,493.80322
3056,460.61267
3057,549.1567
3058,447.3223
3059,469.2925
3060,534.2993
3061,513.8247
3062,465.47705
3063,466.81653
3064,629.32947
3065,548.5287
3066,589.76685
3067,576.2413
3068,454.3698
3069,528.02637
3070,575.1978
3071,545.034
3072,527.9616
3073,544.0991
3074,547.349
3075,493.40625
3076,465.7421
3077,572.531
3078,640.21954
3079,560.7889
3080,602.9612
3081,576.27686
3082,570.0554
3083,588.49304
3084,515.98016
3085,567.86127
3086,482.75394
3087,465.32837
3088,527.38226
3089,449.23206
3090,540.2513
3091,649.1535
3092,485.57394
3093,551.6415
3094,600.76483
3095,523.2053
3096,455.08746
3097,537.27325
3098,487.0408
3099,474.94733
3100,509.43314
3101,666.9044
3102,576.49615
3103,595.5058
3104,639.3461
3105,521.5843
3106,563.4582
3107,460.31436
3108,526.8547
3109,466.7343
3110,542.6054
3111,558.54034
3112,614.05835
3113,521.4915
3114,484.3615
3115,466.41592
3116,550.99817
3117,594.7746
3118,536.2808
3119,541.2361
3120,485.527
3121,452.2292
3122,555.5298
3123,585.3674
3124,609.1271
3125,475.1538
3126,484.1346
3127,491.67453
3128,577.9152
3129,478.38397
3130,528.43665
3131,452.13275
3132,610.2469
3133,543.99005
3134,476.84036
3135,469.94724
3136,604.65436
3137,638.3459
3138,509.87338
3139,435.33466
3140,443.31207
3141,455.04306
3142,619.0235
3143,559.69434
3144,474.22974
3145,501.12613
3146,603.4895
3147,472.42166
3148,580.2282
3149,535.0454
3150,465.33054
3151,532.1668
3152,534.7944
3153,498.94263
3154,569.54834
3155,576.3053
3156,608.7242
3157,599.97876
3158,570.2843
3159,522.59515
3160,462.76724
3161,622.9379
3162,448.01242
3163,548.1697
3164,539.5731
3165,503.89822
3166,459.57825
3167,440.51865
3168,549.87805
3169,479.60275
3170,614.4604
3171,604.5007
3172,441.28888
3173,449.47464
3174,421.34424
3175,482.7576
3176,453.62424
3177,604.93085
3178,593.8641
3179,559.25366
3180,478.86926
3181,620.9926
3182,526.79645
3183,610.99084
3184,500.56183
3185,448.81668
3186,600.44037
3187,608.2319
3188,525.5328
3189,533.0764
3190,535.78564
3191,477.87433
3192,588.53656
3193,495.28027
3194,509.96573
3195,637.86084
3196,506.9451
3197,455.0406
3198,442.764
3199,499.34366
3200,584.8181
3201,517.4671
3202,542.2243
3203,567.25446
3204,610.00476
3205,591.2942
3206,505.75317
3207,475.8716
3208,549.2474
3209,595.24475
3210,433.0028
3211,601.97833
3212,556.0796
3213,666.1127
3214,598.3678
3215,548.5258
3216,503.0615
3217,592.851
3218,510.87802
3219,511.861
3220,523.13293
3221,532.2003
3222,465.3096
3223,571.59546
3224,580.706
3225,484.7729
3226,662.7513
3227,545.8896
3228,576.8057
3229,479.31375
3230,482.24048
3231,594.67175
3232,535.29553
3233,445.39124
3234,545.67267
3235,522.2249
3236,578.2965
3237,552.1491
3238,535.32306
3239,485.20813
3240,515.58923
3241,590.1375
3242,484.57474
3243,489.87503
3244,459.4364
3245,488.60764
3246,587.4774
3247,521.6902
3248,581.06146
3249,577.17413
3250,453.97073
3251,572.1818
3252,445.77853
3253,570.2224
3254,554.89825
3255,529.64557
3256,559.913
3257,446.1188
3258,576.6594
3259,609.5358
3260,499.0114
3261,593.73065
3262,452.56454
3263,550.85986
3264,530.3323
3265,509.3136
3266,629.6511
3267,498.09485
3268,476.22086
3269,584.7783
3270,566.6173
3271,486.07254
3272,598.4402
3273,547.8943
3274,490.89343
3275,549.2624
3276,576.5898
3277,566.2741
3278,485.75055
3279,445.54053
3280,584.26373
3281,599.1645
3282,587.3909
3283,446.97098
3284,442.85162
3285,476.08206
3286,545.0836
3287,444.449
3288,576.22363
3289,500.95328
3290,494.8041
3291,552.8086
3292,472.8673
3293,479.1133
3294,506.54465
3295,513.9963
3296,562.50995
3297,559.88544
3298,469.9242
3299,569.1538
3300,516.2279
3301,457.3044
3302,498.26233
3303,490.75055
3304,468.51648
3305,629.15924
3306,573.30096
3307,522.9454
3308,499.8531
3309,542.6786
3310,553.39594
3311,554.964
3312,607.71136
3313,486.98663
3314,667.24384
3315,541.93097
3316,575.07996
3317,583.6359
3318,567.7206
3319,542.6964
3320,562.4661
3321,518.6042
3322,557.1516
3323,584.95306
3324,512.3032
3325,562.1634
3326,499.45773
3327,580.99805
3328,546.7003
3329,511.7686
3330,495.1293
3331,460.07092
3332,622.90393
3333,519.05707
3334,609.66754
3335,540.999
3336,521.6151
3337,461.2803
3338,555.532
3339,639.831
3340,563.4522
3341,582.83093
3342,536.7633
3343,467.85025
3344,519.68567
3345,602.90125
3346,574.49615
3347,514.3174
3348,600.6704
3349,440.861
3350,430.40796
3351,543.0692
3352,561.7083
3353,537.63184
3354,609.82117
3355,536.2355
3356,450.67438
3357,469.41635
3358,557.66956
3359,582.5421
3360,473.74478
3361,581.6903
3362,441.54837
3363,461.37753
3364,487.7705
3365,462.71564
3366,565.03375
3367,573.1482
3368,639.2545
3369,462.79272
3370,458.0481
3371,599.8417
3372,638.6728
3373,592.83014
3374,507.5633
3375,538.0469
3376,568.581
3377,445.90045
3378,523.3636
3379,613.91656
3380,460.0454
3381,587.59033
3382,504.37723
3383,558.77954
3384,615.71277
3385,470.8652
3386,545.9931
3387,504.0848
3388,515.3214
3389,592.62506
3390,450.6279
3391,550.96326
3392,469.2488
3393,573.12994
3394,532.05524
3395,579.6489
3396,586.01215
3397,437.7458
3398,512.1787
3399,491.63544
3400,467.28918
3401,488.15353
3402,599.8933
3403,485.7884
3404,554.5951
3405,596.38055
3406,578.2879
3407,524.1155
3408,556.54565
3409,574.3914
3410,559.0056
3411,457.791
3412,451.6349
3413,542.78253
3414,572.3201
3415,492.85187
3416,505.5478
3417,575.4018
3418,481.74786
3419,488.11157
3420,457.4899
3421,511.5955
3422,540.84625
3423,457.6884
3424,519.923
3425,596.8559
3426,633.4283
3427,534.77985
3428,586.7851
3429,519.83405
3430,471.3435
3431,464.19983
3432,538.12366
3433,532.2757
3434,539.505
3435,524.0602
3436,596.191
3437,490.9417
3438,507.0899
3439,478.21512
3440,581.6754
3441,482.60278
3442,626.9836
3443,566.5917
3444,609.44073
3445,454.23682
3446,463.49826
3447,557.53326
3448,610.6392
3449,482.89566
3450,534.3557
3451,482.11688
3452,612.85895
3453,550.77124
3454,598.76935
3455,642.31335
3456,485.95444
3457,642.25024
3458,577.1868
3459,423.08966
3460,477.6697
3461,611.6891
3462,622.0778
3463,550.51874
3464,610.6577
3465,645.2025
3466,453.70978
3467,574.1023
3468,588.39374
3469,479.68463
3470,519.57806
3471,510.86688
3472,668.68207
3473,560.49054
3474,453.20084
3475,542.79877
3476,601.9251
3477,496.70782
3478,483.10147
3479,512.87695
3480,552.83417
3481,509.10883
3482,605.5789
3483,461.9657
3484,544.9384
3485,632.4277
3486,438.81427
3487,556.9123
3488,521.6924
3489,483.57394
3490,474.19238
3491,567.0313
3492,516.97504
3493,431.5408
3494,670.99677
3495,518.38275
3496,476.33264
3497,619.85583
3498,542.74634
3499,449.51678
3500,455.331
3501,485.41495
3502,533.6804
3503,487.85025
3504,484.07578
3505,491.10553
3506,518.0556
3507,600.1934
3508,488.74484
3509,563.44885
3510,592.33966
3511,552.22156
3512,542.97437
3513,519.1098
3514,451.52658
3515,485.1912
3516,481.23123
3517,564.11035
3518,516.30975
3519,550.5134
3520,485.56012
3521,615.4693
3522,626.7707
3523,503.0272
3524,502.03754
3525,622.4005
3526,595.5082
3527,525.29865
3528,576.5657
3529,596.395
3530,486.97247
3531,589.25336
3532,445.65558
3533,589.88385
3534,510.2859
3535,459.37363
3536,571.99347
3537,574.18176
3538,500.3536
3539,602.059
3540,600.7832
3541,469.5962
3542,462.4005
3543,464.47845
3544,458.0843
3545,450.51743
3546,642.0171
3547,513.22705
3548,617.5628
3549,539.7892
3550,534.2971
3551,527.1746
3552,535.63684
3553,475.61905
3554,483.58908
3555,438.28122
3556,490.6598
3557,476.14325
3558,589.05475
3559,487.721
3560,465.82007
3561,568.4921
3562,541.78033
3563,466.97742
3564,435.2931
3565,631.8926
3566,579.4978
3567,523.86444
3568,436.60953
3569,453.76523
3570,516.2404
3571,521.6525
3572,601.5341
3573,445.32083
3574,510.52643
3575,550.6189
3576,596.3676
3577,475.21597
3578,592.542
3579,512.85266
3580,574.1721
3581,550.4766
3582,445.23254
3583,573.0613
3584,606.8277
3585,472.23227
3586,483.47552
3587,605.1172
3588,553.5378
3589,465.7004
3590,545.7496
3591,505.27438
3592,511.05472
3593,525.4214
3594,459.1342
3595,455.06607
3596,581.64374
3597,603.7754
3598,510.9069
3599,571.6408
3600,524.9182
3601,472.52753
3602,577.46484
3603,460.1253
3604,450.4619
3605,556.65717
3606,466.57913
3607,479.5771
3608,462.68478
3609,490.21185
3610,621.64417
3611,480.55212
3612,478.23276
3613,491.15393
3614,452.18732
3615,549.13525
3616,451.2255
3617,637.1157
3618,466.15964
3619,578.4531
3620,457.7987
3621,562.26855
3622,536.179
3623,457.1266
3624,555.44055
3625,533.65533
3626,484.17502
3627,541.7177
3628,557.023
3629,543.2037
3630,514.05334
3631,594.30945
3632,600.49677
3633,651.43585
3634,503.1744
3635,549.2164
3636,607.00696
3637,541.6694
3638,590.0176
3639,574.7617
